index,filename,viewpoint,species,shown_at_iso
1,oth_NULL_0630_jpg.rf.c356a87e5de2735e6080aceff1aae5e3.jpg,oth,NUL,2026-03-28T11:56:52.279Z
2,oth_NULL_0994_jpg.rf.5491ed2d69aa6ce44d84159b4bc18a32.jpg,oth,NUL,2026-03-28T11:56:54.303Z
3,oth_NULL_1590_jpg.rf.f0ab9a8f5ccbc924263ca37eab5586bd.jpg,oth,NUL,2026-03-28T11:56:56.321Z
4,oth_NULL_1759_jpg.rf.86e8c179458ca2e08d8f5a41d8b760e7.jpg,oth,NUL,2026-03-28T11:56:58.343Z
5,oth_amel1_0143_jpg.rf.28b70a35af0801a729978fe982e3d2f4.jpg,oth,ame,2026-03-28T11:57:00.364Z
6,oth_amel1_0209_jpg.rf.dd8368c621da13b6cf566d3da582dac7.jpg,oth,ame,2026-03-28T11:57:02.378Z
7,oth_amel1_0702_jpg.rf.2dd393c6504a82b005a0d181d56e7c33.jpg,oth,ame,2026-03-28T11:57:04.405Z
8,oth_amel1_0782_jpg.rf.a89a46ef3965ec93a4878d8b418106fd.jpg,oth,ame,2026-03-28T11:57:06.431Z
9,oth_amel1_1261_jpg.rf.23761262d09b507278a95fa9bd9b0d91.jpg,oth,ame,2026-03-28T11:57:08.448Z
10,oth_amel1_1349_jpg.rf.c03d28b2dd63f0cd05fd95a63000e48b.jpg,oth,ame,2026-03-28T11:57:10.468Z
11,oth_amel1_1546_jpg.rf.6de31c982a7d34e7b9cdf52400722fc8.jpg,oth,ame,2026-03-28T11:57:12.492Z
12,oth_amel1_1610_jpg.rf.772b485f885ed74ceb70c448834a4c35.jpg,oth,ame,2026-03-28T11:57:14.510Z
13,oth_amel1_1702_jpg.rf.3b17b6aa566045574ec46e8ff52c88fb.jpg,oth,ame,2026-03-28T11:57:16.526Z
14,oth_amel1_1998_jpg.rf.e825cd029b1464a9c180fca891fec428.jpg,oth,ame,2026-03-28T11:57:18.543Z
15,oth_amel1_2291_jpg.rf.c10085c7da1fb5132f0741f974a2a991.jpg,oth,ame,2026-03-28T11:57:20.560Z
16,oth_amel1_2371_jpg.rf.a72d62e72f265be0b119d462d3d0716d.jpg,oth,ame,2026-03-28T11:57:22.577Z
17,oth_amel2_0205_jpg.rf.6edafd9c2cf6e09689c35bfaa6e5ab46.jpg,oth,ame,2026-03-28T11:57:24.594Z
18,oth_amel2_0362_jpg.rf.d6c67af17a787bcf8f0e58cf36b43d25.jpg,oth,ame,2026-03-28T11:57:26.609Z
19,oth_amel2_0791_jpg.rf.0aafef4091ca3eab68d3de3fc6d3fcaa.jpg,oth,ame,2026-03-28T11:57:28.624Z
20,oth_amel2_1181_jpg.rf.b159639b6ad04194e3aceb7b7126aafb.jpg,oth,ame,2026-03-28T11:57:30.642Z
21,oth_amel2_1419_jpg.rf.3fb27c217fc1ea78d0ef140b33dd32cb.jpg,oth,ame,2026-03-28T11:57:32.657Z
